Date,SPX,VIX,,
9/27/2013,1691.75,15.5%,,
9/30/2013,1681.55,16.6%,,
10/1/2013,1695,15.5%,,
10/2/2013,1693.87,16.6%,,
10/3/2013,1678.66,17.7%,,
10/4/2013,1690.5,16.7%,,
10/7/2013,1676.12,19.4%,,
10/8/2013,1655.45,20.3%,,
10/9/2013,1656.4,19.6%,,
10/10/2013,1692.56,16.5%,,
10/11/2013,1703.2,15.7%,,
10/14/2013,1710.14,16.1%,,
10/15/2013,1698.06,18.7%,,
10/16/2013,1721.54,14.7%,,
10/17/2013,1733.15,13.5%,,
10/18/2013,1744.5,13.0%,,
10/21/2013,1744.66,13.2%,,
10/22/2013,1754.67,13.3%,,
10/23/2013,1746.38,13.4%,,
10/24/2013,1752.07,13.2%,,
10/25/2013,1759.77,13.1%,,
10/28/2013,1762.11,13.3%,,
10/29/2013,1771.95,13.4%,,
10/30/2013,1763.31,13.7%,,
10/31/2013,1756.54,13.8%,,
11/1/2013,1761.64,13.3%,,
11/4/2013,1767.93,12.9%,,
11/5/2013,1762.97,13.3%,,
11/6/2013,1770.49,12.7%,,
11/7/2013,1747.15,13.9%,,
11/8/2013,1770.61,12.9%,,
11/11/2013,1771.89,12.5%,,
11/12/2013,1767.69,12.8%,,
11/13/2013,1782,12.5%,,
11/14/2013,1790.62,12.4%,,
11/15/2013,1798.18,12.2%,,
11/18/2013,1791.53,13.1%,,
11/19/2013,1787.87,13.4%,,
11/20/2013,1781.37,13.4%,,
11/21/2013,1795.85,12.7%,,
11/22/2013,1804.76,12.3%,,
11/25/2013,1802.48,12.8%,,
11/26/2013,1802.75,12.8%,,
11/27/2013,1807.23,13.0%,,
11/29/2013,1805.81,13.7%,,
12/2/2013,1800.9,14.2%,,
12/3/2013,1795.15,14.6%,,
12/4/2013,1792.81,14.7%,,
12/5/2013,1785.03,15.1%,,
12/6/2013,1805.09,13.8%,,
12/9/2013,1808.37,13.5%,,
12/10/2013,1802.62,13.9%,,
12/11/2013,1782.22,15.4%,,
12/12/2013,1775.5,15.5%,,
12/13/2013,1775.32,15.8%,,
12/16/2013,1786.54,16.0%,,
12/17/2013,1781,16.2%,,
12/18/2013,1810.65,13.8%,,
12/19/2013,1809.6,14.2%,,
12/20/2013,1818.32,13.8%,,
12/23/2013,1827.99,13.0%,,
12/24/2013,1833.32,12.5%,,
12/26/2013,1842.02,12.3%,,
12/27/2013,1841.4,12.5%,,
12/30/2013,1841.07,13.6%,,
12/31/2013,1848.36,13.7%,,
1/2/2014,1831.98,14.2%,,
1/3/2014,1831.37,13.8%,,
1/6/2014,1826.77,13.6%,,
1/7/2014,1837.88,12.9%,,
1/8/2014,1837.49,12.9%,,
1/9/2014,1838.13,12.9%,,
1/10/2014,1842.37,12.1%,,
1/13/2014,1819.2,13.3%,,
1/14/2014,1838.88,12.3%,,
1/15/2014,1848.38,12.3%,,
1/16/2014,1845.89,12.5%,,
1/17/2014,1838.7,12.4%,,
1/21/2014,1843.8,12.9%,,
1/22/2014,1844.86,12.8%,,
1/23/2014,1828.46,13.8%,,
1/24/2014,1790.29,18.1%,,
1/27/2014,1781.56,17.4%,,
1/28/2014,1792.5,15.8%,,
1/29/2014,1774.2,17.4%,,
1/30/2014,1794.19,17.3%,,
1/31/2014,1782.59,18.4%,,
2/3/2014,1741.89,21.4%,,
2/4/2014,1755.2,19.1%,,
2/5/2014,1751.64,20.0%,,
2/6/2014,1773.43,17.2%,,
2/7/2014,1797.02,15.3%,,
2/10/2014,1799.84,15.3%,,
2/11/2014,1819.75,14.5%,,
2/12/2014,1819.26,14.3%,,
2/13/2014,1829.83,14.1%,,
2/14/2014,1838.63,13.6%,,
2/18/2014,1840.76,13.9%,,
2/19/2014,1828.75,15.5%,,
2/20/2014,1839.78,14.8%,,
2/21/2014,1836.25,14.7%,,
2/24/2014,1847.61,14.2%,,
2/25/2014,1845.12,13.7%,,
2/26/2014,1845.16,14.4%,,
2/27/2014,1854.29,14.0%,,
2/28/2014,1859.45,14.0%,,
3/3/2014,1845.73,16.0%,,
3/4/2014,1873.91,14.1%,,
3/5/2014,1873.81,13.9%,,
3/6/2014,1877.03,14.2%,,
3/7/2014,1878.04,14.1%,,
3/10/2014,1877.17,14.2%,,
3/11/2014,1867.63,14.8%,,
3/12/2014,1868.2,14.5%,,
3/13/2014,1846.34,16.2%,,
3/14/2014,1841.13,17.8%,,
3/17/2014,1858.83,15.6%,,
3/18/2014,1872.25,14.5%,,
3/19/2014,1860.77,15.1%,,
3/20/2014,1872.01,14.5%,,
3/21/2014,1866.52,15.0%,,
3/24/2014,1857.44,15.1%,,
3/25/2014,1865.62,14.0%,,
3/26/2014,1852.56,14.9%,,
3/27/2014,1849.04,14.6%,,
3/28/2014,1857.62,14.4%,,
3/31/2014,1872.34,13.9%,,
4/1/2014,1885.52,13.1%,,
4/2/2014,1890.9,13.1%,,
4/3/2014,1888.77,13.4%,,
4/4/2014,1865.09,14.0%,,
4/7/2014,1845.04,15.6%,,
4/8/2014,1851.96,14.9%,,
4/9/2014,1872.18,13.8%,,
4/10/2014,1833.08,15.9%,,
4/11/2014,1815.69,17.0%,,
4/14/2014,1830.61,16.1%,,
4/15/2014,1842.98,15.6%,,
4/16/2014,1862.31,14.2%,,
4/17/2014,1864.85,13.4%,,
4/21/2014,1871.89,13.3%,,
4/22/2014,1879.55,13.2%,,
4/23/2014,1875.39,13.3%,,
4/24/2014,1878.61,13.3%,,
4/25/2014,1863.4,14.1%,,
4/28/2014,1869.43,14.0%,,
4/29/2014,1878.33,13.7%,,
4/30/2014,1883.95,13.4%,,
5/1/2014,1883.68,13.3%,,
5/2/2014,1881.14,12.9%,,
5/5/2014,1884.66,13.3%,,
5/6/2014,1867.72,13.8%,,
5/7/2014,1878.21,13.4%,,
5/8/2014,1875.63,13.4%,,
5/9/2014,1878.48,12.9%,,
5/12/2014,1896.65,12.2%,,
5/13/2014,1897.45,12.1%,,
5/14/2014,1888.53,12.2%,,
5/15/2014,1870.85,13.2%,,
5/16/2014,1877.86,12.4%,,
5/19/2014,1885.08,12.4%,,
5/20/2014,1872.83,13.0%,,
5/21/2014,1888.03,11.9%,,
5/22/2014,1892.49,12.0%,,
5/23/2014,1900.53,11.4%,,
5/27/2014,1911.91,11.5%,,
5/28/2014,1909.78,11.7%,,
5/29/2014,1920.03,11.6%,,
5/30/2014,1923.57,11.4%,,
6/2/2014,1924.97,11.6%,,
6/3/2014,1924.24,11.9%,,
6/4/2014,1927.88,12.1%,,
6/5/2014,1940.46,11.7%,,
6/6/2014,1949.44,10.7%,,
6/9/2014,1951.27,11.2%,,
6/10/2014,1950.79,11.0%,,
6/11/2014,1943.89,11.6%,,
6/12/2014,1930.11,12.6%,,
6/13/2014,1936.16,12.2%,,
6/16/2014,1937.78,12.7%,,
6/17/2014,1941.99,12.1%,,
6/18/2014,1956.98,10.6%,,
6/19/2014,1959.48,10.6%,,
6/20/2014,1962.87,10.9%,,
6/23/2014,1962.61,11.0%,,
6/24/2014,1949.98,12.1%,,
6/25/2014,1959.53,11.6%,,
6/26/2014,1957.22,11.6%,,
6/27/2014,1960.96,11.3%,,
6/30/2014,1960.23,11.6%,,
7/1/2014,1973.32,11.2%,,
7/2/2014,1974.62,10.8%,,
7/3/2014,1985.44,10.3%,,
7/7/2014,1977.65,11.3%,,
7/8/2014,1963.71,12.0%,,
7/9/2014,1972.83,11.7%,,
7/10/2014,1964.68,12.6%,,
7/11/2014,1967.57,12.1%,,
7/14/2014,1977.1,11.8%,,
7/15/2014,1973.28,12.0%,,
7/16/2014,1981.57,11.0%,,
7/17/2014,1958.12,14.5%,,
7/18/2014,1978.22,12.1%,,
7/21/2014,1973.63,12.8%,,
7/22/2014,1983.53,12.2%,,
7/23/2014,1987.01,11.5%,,
7/24/2014,1987.98,11.8%,,
7/25/2014,1978.34,12.7%,,
7/28/2014,1978.91,12.6%,,
7/29/2014,1969.95,13.3%,,
7/30/2014,1970.07,13.3%,,
7/31/2014,1930.67,17.0%,,
8/1/2014,1925.15,17.0%,,
8/4/2014,1938.99,15.1%,,
8/5/2014,1920.21,16.9%,,
8/6/2014,1920.24,16.4%,,
8/7/2014,1909.57,16.7%,,
8/8/2014,1931.59,15.8%,,
8/11/2014,1936.92,14.2%,,
8/12/2014,1933.75,14.1%,,
8/13/2014,1946.72,12.9%,,
8/14/2014,1955.18,12.4%,,
8/15/2014,1955.06,13.2%,,
8/18/2014,1971.74,12.3%,,
8/19/2014,1981.6,12.2%,,
8/20/2014,1986.51,11.8%,,
8/21/2014,1992.37,11.8%,,
8/22/2014,1988.4,11.5%,,
8/25/2014,1997.92,11.7%,,
8/26/2014,2000.02,11.6%,,
8/27/2014,2000.12,11.8%,,
8/28/2014,1996.74,12.1%,,
8/29/2014,2003.37,12.0%,,
9/2/2014,2002.28,12.3%,,
9/3/2014,2000.72,12.4%,,
9/4/2014,1997.65,12.6%,,
9/5/2014,2007.71,12.1%,,
9/8/2014,2001.54,12.7%,,
9/9/2014,1988.44,13.5%,,
9/10/2014,1995.69,12.9%,,
9/11/2014,1997.45,12.8%,,
9/12/2014,1985.54,13.3%,,
9/15/2014,1984.13,14.1%,,
9/16/2014,1998.98,12.7%,,
9/17/2014,2001.57,12.7%,,
9/18/2014,2011.36,12.0%,,
9/19/2014,2010.4,12.1%,,
9/22/2014,1994.29,13.7%,,
9/23/2014,1982.77,14.9%,,
9/24/2014,1998.3,13.3%,,
9/25/2014,1965.99,15.6%,,
9/26/2014,1982.85,14.9%,,
9/29/2014,1977.8,16.0%,,
9/30/2014,1972.29,16.3%,,
10/1/2014,1946.16,16.7%,,
10/2/2014,1946.17,16.2%,,
10/3/2014,1967.9,14.6%,,
10/6/2014,1964.82,15.5%,,
10/7/2014,1935.1,17.2%,,
10/8/2014,1968.89,15.1%,,
10/9/2014,1928.21,18.8%,,
10/10/2014,1906.13,21.2%,,
10/13/2014,1874.74,24.6%,,
10/14/2014,1877.7,22.8%,,
10/15/2014,1862.49,26.3%,,
10/16/2014,1862.76,25.2%,,
10/17/2014,1886.76,22.0%,,
10/20/2014,1904.01,18.6%,,
10/21/2014,1941.28,16.1%,,
10/22/2014,1927.11,17.9%,,
10/23/2014,1950.82,16.5%,,
10/24/2014,1964.58,16.1%,,
10/27/2014,1961.63,16.0%,,
10/28/2014,1985.05,14.4%,,
10/29/2014,1982.3,15.2%,,
10/30/2014,1994.65,14.5%,,
10/31/2014,2018.05,14.0%,,
11/3/2014,2017.81,14.7%,,
11/4/2014,2012.1,14.9%,,
11/5/2014,2023.57,14.2%,,
11/6/2014,2031.21,13.7%,,
11/7/2014,2031.92,13.1%,,
11/10/2014,2038.26,12.7%,,
11/11/2014,2039.68,12.9%,,
11/12/2014,2038.25,13.0%,,
11/13/2014,2039.33,13.8%,,
11/14/2014,2039.82,13.3%,,
11/17/2014,2041.32,14.0%,,
11/18/2014,2051.8,13.9%,,
11/19/2014,2048.72,14.0%,,
11/20/2014,2052.75,13.6%,,
11/21/2014,2063.5,12.9%,,
11/24/2014,2069.41,12.6%,,
11/25/2014,2067.03,12.3%,,
11/26/2014,2072.83,12.1%,,
11/28/2014,2067.56,13.3%,,
12/1/2014,2053.44,14.3%,,
12/2/2014,2066.55,12.9%,,
12/3/2014,2074.33,12.5%,,
12/4/2014,2071.92,12.4%,,
12/5/2014,2075.37,11.8%,,
12/8/2014,2060.31,14.2%,,
12/9/2014,2059.82,14.9%,,
12/10/2014,2026.14,18.5%,,
12/11/2014,2035.33,20.1%,,
12/12/2014,2002.33,21.1%,,
12/15/2014,1989.63,20.4%,,
12/16/2014,1972.74,23.6%,,
12/17/2014,2012.89,19.4%,,
12/18/2014,2061.23,16.8%,,
12/19/2014,2070.65,16.5%,,
12/22/2014,2078.54,15.3%,,
12/23/2014,2082.17,14.8%,,
12/24/2014,2081.88,14.4%,,
12/26/2014,2088.77,14.5%,,
12/29/2014,2090.57,15.1%,,
12/30/2014,2080.35,15.9%,,
12/31/2014,2058.9,19.2%,,
1/2/2015,2058.2,17.8%,,
1/5/2015,2020.58,19.9%,,
1/6/2015,2002.61,21.1%,,
1/7/2015,2025.9,19.3%,,
1/8/2015,2062.14,17.0%,,
1/9/2015,2044.81,17.6%,,
1/12/2015,2028.26,19.6%,,
1/13/2015,2023.03,20.6%,,
1/14/2015,2011.27,21.5%,,
1/15/2015,1992.67,22.4%,,
1/16/2015,2019.42,21.0%,,
1/20/2015,2022.55,19.9%,,
1/21/2015,2032.12,18.9%,,
1/22/2015,2063.15,16.4%,,
1/23/2015,2051.82,16.7%,,
1/26/2015,2057.09,15.5%,,
1/27/2015,2029.55,17.2%,,
1/28/2015,2002.16,20.4%,,
1/29/2015,2021.25,18.8%,,
1/30/2015,1994.99,21.0%,,
2/2/2015,2020.85,19.4%,,
2/3/2015,2050.03,17.3%,,
2/4/2015,2041.51,18.3%,,
2/5/2015,2062.52,16.9%,,
2/6/2015,2055.47,17.3%,,
2/9/2015,2046.74,18.6%,,
2/10/2015,2068.59,17.2%,,
2/11/2015,2068.53,17.0%,,
2/12/2015,2088.48,15.3%,,
2/13/2015,2096.99,14.7%,,
2/17/2015,2100.34,15.8%,,
2/18/2015,2099.68,15.5%,,
2/19/2015,2097.45,15.3%,,
2/20/2015,2110.3,14.3%,,
2/23/2015,2109.66,14.6%,,
2/24/2015,2115.48,13.7%,,
